domain,url,tag,classes,label_true,label_pred,confidence,text
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.4398989670433035,"A. Hemida, A.B. Asghar, C. Kamhoua, J. Kleinberg.
A Game-Theoretic Framework for Multi-Domain Cyber-Deception. Proc. IEEE European Symposium on Security and Privacy Workshops (EuroS&PW), 2024.


J. Juul, A. Benson, J. Kleinberg.

Hypergraph patterns and collaboration structure.
Frontiers in Physics 11(2024).

 A. Evtushenko, J. Kleinberg.
A comprehensive generalization of the Friendship Paradox to weights and attributes.
Scientific Reports 14(13730), 2024.


J. Kleinberg, J. Ludwig, S. Mullainat"
arxiv.org,https://arxiv.org/abs/2301.00002,div,,title,author,0.415,"View a PDF of the paper titled Evaluating Alternative Glyph Design for Showing Large-Magnitude-Range Quantum Spins, by Henan Zhao and Garnett W. Bryant and Wesley Griffin and Judith E. Terrill and Jian Chen"
arxiv.org,https://arxiv.org/abs/2303.00456,div,,journal,other,0.365,"Bibliographic Tools

Bibliographic and Citation Tools






Bibliographic Explorer Toggle



Bibliographic Explorer (What is the Explorer?)







Connected Papers Toggle



Connected Papers (What is Connected Papers?)






Litmaps Toggle



Litmaps (What is Litmaps?)







scite.ai Toggle



scite Smart Citations (What are Smart Citations?)









Code, Data, Media

Code, Data and Media Associated with this Article






alphaXiv Toggle



alphaXiv (What is alphaXiv?)







Links to Code T"
arxiv.org,https://arxiv.org/abs/2301.00002,h1,title mathjax,title,other,0.7275,Title:Evaluating Alternative Glyph Design for Showing Large-Magnitude-Range Quantum Spins
arxiv.org,https://arxiv.org/abs/2302.00123,div,column,journal,other,0.735,"Copyright
Privacy Policy




Web Accessibility Assistance


arXiv Operational Status"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.305,"F. Chierichetti, J. Kleinberg.

Voting with Limited Information and Many Alternatives.
Proc. 23rd ACM-SIAM Symposium on Discrete Algorithms, 2012.



J. Kleinberg, E. Tardos.

Balanced Outcomes in Social Exchange Networks.
Proc. 40th ACM Symposium on Theory of Computing, 2008.


L. Blume, D. Easley, J. Kleinberg, E. Tardos.

Trading Networks with Price-Setting Agents.
Proc. 8th ACM Conference on Electronic Commerce, 2007.


J. Kleinberg, P. Raghavan.
Query Incentive Networks.
Proc. 46th IEEE Sym"
arxiv.org,https://arxiv.org/abs/2303.00456,p,,journal,other,0.7725,arXivLabs is a framework that allows collaborators to develop and share new arXiv features directly on our website.
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.4251470707427454,"J. Kleinberg.
An Approximation Algorithm for the
Disjoint Paths Problem in Even-Degree Planar Graphs.
Proc. 46th IEEE Symposium on Foundations of Computer Science, 2005.


I. Abraham, Y. Bartal, T-H. Chan, K. Dhamdhere,
A. Gupta, J. Kleinberg, O. Neiman, A. Slivkins.
Metric Embeddings with Relaxed Guarantees.
Proc. 46th IEEE Symposium on Foundations of Computer Science, 2005.

 J. Kleinberg, A. Slivkins, T. Wexler.
Triangulation and Embedding 
using Small Sets of Beacons.
Proc. 45th IEEE Symposi"
arxiv.org,https://arxiv.org/abs/2303.00456,td,tablecell arxivdoi,journal,doi,0.62,"https://doi.org/10.48550/arXiv.2303.00456


Focus to learn more



                  arXiv-issued DOI via DataCite"
arxiv.org,https://arxiv.org/abs/2301.00002,div,submission-history,year,year,0.4675,"Submission history From: Jian Chen [view email]       [v1]
        Sun, 25 Dec 2022 20:57:47 UTC (25,848 KB)"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,author,title,0.643445652173913,"N. Veldt, A. Benson, J. Kleinberg.

Combinatorial characterizations and impossibilities for higher-order homophily.
Science Advances, 9(1), 2023.


A. Evtushenko, J. Kleinberg.

Node-based Generalized Friendship Paradox fails.
Scientific Reports 13(2074), 2023.


R. Abebe, N. Immorlica, J. Kleinberg, B. Lucier, A. Shirali.
On the Effect of Triadic Closure on Network Segregation.
Proc. 23rd ACM Conference on Economics and Computation (EC), 2022.

 
M. Papachristou, J. Kleinberg.
Core-periphery Mo"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.5033215592972182,"F. Chierichetti, J. Kleinberg, A. Panconesi.

How to schedule a cascade in an arbitrary graph.
Proc. 13th ACM Conference on Electronic Commerce, 2012.


L. Blume, D. Easley, J. Kleinberg, R. Kleinberg, E. Tardos.

Which Networks Are Least Susceptible to Cascading Failures?
Proc. 52nd IEEE Symposium on Foundations of Computer Science, 2011.


L. Blume, D. Easley, J. Kleinberg, R. Kleinberg, E. Tardos.

Network Formation in the Presence of Contagious Risk.
Proc. 12th ACM Conference on Electronic C"
arxiv.org,https://arxiv.org/abs/2303.00456,td,tablecell arxividv,journal,other,0.8175,"(or 
arXiv:2303.00456v3 [cs.CL] for this version)"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.4125,"L.P. Chew, D. Huttenlocher, K. Kedem, J. Kleinberg.
Fast Detection of 
Common Geometric Substructure in Proteins.
Proc. 3rd ACM RECOMB Intl. Conference on Computational 
Molecular Biology, 1999.

 B. Berger, J. Kleinberg, F.T. Leighton.  
Reconstructing a
Three-Dimensional Model with Arbitrary Errors.
Proc. 28th ACM Symposium on Theory of Computing, 1996."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.5353088778618996,"M. Meister, J. Kleinberg.

Containing the spread of a contagion on a tree.
Proc. 23rd Intl. Conf. on Autonomous Agents and Multiagent Systems (AAMAS), 2024.


K. Tomlinson, J. Ugander, J. Kleinberg.

The Moderating Effect of Instant Runoff Voting.
Proc. 38th AAAI Conference on Artificial Intelligence (AAAI-24), 2024.

 L.T. Liu, S. Barocas, J. Kleinberg, K. Levy.
On the Actionability of Outcome Prediction.
Proc. 38th AAAI Conference on Artificial Intelligence (AAAI-24), 2024.


A. F. Cooper, K. "
arxiv.org,https://arxiv.org/abs/2303.00456,li,,journal,other,0.955,"contact arXivClick here to contact arXiv
 Contact"
arxiv.org,https://arxiv.org/abs/2302.00001,div,metatable,title,other,0.5201372190277052,"Comments:
20 pages, 2 figures, GitHub repository of Living Review at this https URL


Subjects:

Plasma Physics (physics.plasm-ph); Quantum Physics (quant-ph)

Cite as:
arXiv:2302.00001 [physics.plasm-ph]


 
(or 
arXiv:2302.00001v1 [physics.plasm-ph] for this version)
          


 
 https://doi.org/10.48550/arXiv.2302.00001


Focus to learn more



                  arXiv-issued DOI via DataCite"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.475,"E. Anshelevich, A. Dasgupta, 
J. Kleinberg, E. Tardos, T. Wexler, T. Roughgarden.
The Price of Stability for Network Design with
Fair Cost Allocation.
Proc. 45th IEEE Symposium on Foundations of Computer Science, 2004."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,author,title,0.5502092916283349,"J. Kleinberg.
Foreword to Behind Deep Blue, by Feng-Hsiung Hsu. Princeton Univ. Press, 25th anniversary edition, 2022.
See also Princeton University Press's page for the book.


J. Kleinberg.
Digital Representation.  In This Idea Is Brilliant: Lost, Overlooked, and Underappreciated Scientific Concepts Everyone Should Know.  
Harper Perennial 2018.


J. Kleinberg. 
The Pigeonhole Principle.
In This Explains Everything.
Harper Perennial 2013.

 J. Kleinberg.
The Mathematics of Algorithm Design.
In"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.4418359031341004,"R. Abebe, J. Kleinberg, M. Weinberg.

Subsidy Allocations in the Presence of Income Shocks.
Proc. 34th AAAI Conference on Artificial Intelligence (AAAI-20), 2020.


R. Abebe, S. Barocas, J. Kleinberg, K. Levy, M. Raghavan, D. Robinson.

Roles for Computing in Social Change.
Proc. ACM Conference on Fairness, Accountability, and Transparency (FAT*), 2020.


K. Donahue, J. Kleinberg.

Fairness and Utilization in Allocating Resources with Uncertain Demand.
Proc. ACM Conference on Fairness, Accountab"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.4007957957957958,"A. Rambachan, J. Kleinberg, J. Ludwig, S. Mullainathan.

An Economic Approach to Regulating Algorithms.
NBER Working Paper Number 27111, May 2020.


J. Kleinberg, J. Ludwig, S. Mullainathan, C. Sunstein.
Discrimination in the Age of Algorithms. Journal of Legal Analysis, 2019.
Also appears as NBER Working Paper Number 25548, February 2019.

J. Kleinberg, S. Mullainathan.

Simplicity Creates Inequity: Implications for Fairness, Stereotypes, and Interpretability.
Proc. 20th ACM Conference on Econo"
arxiv.org,https://arxiv.org/abs/2301.00001,div,submission-history,year,other,0.51,"Submission history From: Tauheed Khan Mohd [view email]       [v1]
        Wed, 21 Dec 2022 18:07:06 UTC (1,260 KB)"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,author,title,0.5884456521739131,"R. Abebe, J. Kleinberg, D. Parkes, C. Tsourakakis.

Opinion Dynamics with Varying Susceptibility to Persuasion.
Proc. 24th ACM SIGKDD Intl. Conf. on Knowledge Discovery and Data Mining, 2018.
This KDD 2018 version of the paper has been superseded by an
updated version
that merges the KDD 2018 paper with a WWW 2019 paper of Chan, Liang, and Sozio.


J. Cheng, J. Kleinberg, J. Leskovec, D. Liben-Nowell, B. State,
K. Subbian, L. Adamic.

Do Diffusion Protocols Govern Cascade Growth?
Proc. 12th Inte"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.430375,"J. Kleinberg, S. Mullainathan, J. Ugander.

Comparison-Based Choices.
Proc. 18th ACM Conference on Economics and Computation (EC), 2017.


J. Kleinberg, S. Oren, M. Raghavan.
Planning Problems for Sophisticated Agents with Present Bias.  
Proc. 17th ACM Conference on Economics and Computation (EC), 2016.

 
J. Kleinberg, S. Oren.

Dynamic Models of Reputation and Competition in Job-Market Matching.
Proc. 6th Conference on Innovations in Theoretical Computer Science (ITCS), 
2015.


L. Blume, D. "
arxiv.org,https://arxiv.org/abs/2301.00002,li,,journal,other,0.955,"contact arXivClick here to contact arXiv
 Contact"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,span,reduced,year,other,0.69,"2012, co-adv. with Dan Cosley, Michael Macy"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.4251470707427454,"A. Frieze, J. Kleinberg, R. Ravi, W. Debany.

Line-of-Sight Networks.
Proc. 18th ACM-SIAM Symposium on Discrete Algorithms, 2007.


A. Krause, C. Guestrin, A. Gupta, J. Kleinberg. 

Near-optimal Sensor Placements: Maximizing Information 
while Minimizing Communication Cost. 
Proc. Information Processing in Sensor Networks (IPSN), 2006.


J. Kleinberg.
An Approximation Algorithm for the
Disjoint Paths Problem in Even-Degree Planar Graphs.
Proc. 46th IEEE Symposium on Foundations of Computer Scien"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,author,title,0.595945652173913,"M. Papachristou, J. Kleinberg.

Allocating Stimulus Checks in Times of Crisis.
Proc. 31st International World Wide Web Conference, 2022.


R. Abebe, T-H Chan, J. Kleinberg, Z. Liang, D. Parkes, M. Sozio, C. Tsourakakis.
Opinion Dynamics with Varying Susceptibility to Persuasion via Non-Convex Local Search.
ACM Transactions on Knowledge Discovery from Data, 2022.



K. Van Koevering, Y. Hong, J. Kleinberg.

Exporting Geography Into A Virtual Landscape: A Global Pandemic Locally Discussed.
arXiv/2"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.4275,"D. Kempe, J. Kleinberg.

Protocols and Impossibility Results for
Gossip-Based Communication Mechanisms.
Proc. 43rd IEEE Symposium on Foundations of Computer Science, 2002."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.5157484412720925,"A. Dasgupta, J. Hopcroft, J. Kleinberg, M. Sandler.
On Learning Mixtures
of Heavy-Tailed Distributions.
Proc. 46th IEEE Symposium on Foundations of Computer Science, 2005.

 J. Kleinberg, M. Sandler.

Using Mixture Models for Collaborative Filtering.
Proc. 36th ACM Symposium on Theory of Computing, 2004.

 J. Kleinberg, C. Papadimitriou, P. Raghavan.
Segmentation problems.
Journal of the ACM, 51(2), 2004.


P. Felzenszwalb, D. Huttenlocher, J. Kleinberg.
Fast Algorithms for Large-State-Space HMM"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.3325,"J. Kleinberg, J. Ludwig, S. Mullainathan, Z. Obermeyer.
Prediction Policy Problems.
American Economic Review: Papers and Proceedings 105:5(2015).


H. Lakkaraju, J. Leskovec, J. Kleinberg, S. Mullainathan.
A Bayesian Framework for Modeling Human Evaluations.  
Proc. 15th SIAM International Conference on Data Mining (SDM), 2015.



J. Kleinberg, S. Mullainathan.
We Built Them, But We Don't Understand Them.
In What to Think About Machines That Think: Today's Leading Thinkers on the Age of Machine "
arxiv.org,https://arxiv.org/abs/2302.00123,div,extra-services,title,author,0.465,"Full-text links:
Access Paper:


View a PDF of the paper titled Design and Implementation of A Soccer Ball Detection System with Multiple Cameras, by Lei Li and 3 other authorsView PDFTeX Source
 


view license


 
    Current browse context: cs.CV


< prev

  |   
next >


new
 | 
recent
 | 2023-02

    Change to browse by:
    
cs
cs.AI




References & Citations

NASA ADSGoogle Scholar
Semantic Scholar




export BibTeX citation
Loading...




BibTeX formatted citation
×


loading...


Data "
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.40945534667903466,"J. Kleinberg, S. Oren.

Dynamic Models of Reputation and Competition in Job-Market Matching.
Proc. 6th Conference on Innovations in Theoretical Computer Science (ITCS), 
2015.


L. Blume, D. Easley, J. Kleinberg, R. Kleinberg, E. Tardos.
Introduction to computer science and economic theory.
Journal of Economic Theory 156(2015).

 
J. Kleinberg, S. Oren.

Time-Inconsistent Planning: A Computational Problem in Behavioral Economics.
Proc. 15th ACM Conference on Economics and Computation (EC), 2014."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.4825,"S. Chakrabarti, B. Dom, D. Gibson, J. Kleinberg, S.R. Kumar,
P. Raghavan, S. Rajagopalan, A. Tomkins,

Mining the link structure of the World Wide Web.
IEEE Computer, August 1999."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.3668359031341004,"J. Kleinberg, J. Ludwig, S. Mullainathan, C. Sunstein.
Discrimination in the Age of Algorithms. Journal of Legal Analysis, 2019.
Also appears as NBER Working Paper Number 25548, February 2019.

J. Kleinberg, S. Mullainathan.

Simplicity Creates Inequity: Implications for Fairness, Stereotypes, and Interpretability.
Proc. 20th ACM Conference on Economics and Computation (EC), 2019.



J. Kleinberg, M. Raghavan.

Selection Problems in the Presence of Implicit Bias.
Proc. 9th Conf. on Innovations i"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,author,title,0.34700120772946863,"S. Marvel, J. Kleinberg, R. Kleinberg, S. Strogatz.
Continuous-Time Model of Structural Balance.
Proc. National Academy of Sciences, 108(5) 1771-1776, 1 February 2011.


J. Leskovec, D. Huttenlocher, J. Kleinberg.
Governance in Social Media: 
A case study of the Wikipedia promotion process.
Proc. 4th International AAAI Conference on Weblogs and Social Media, 2010.


J. Leskovec, D. Huttenlocher, J. Kleinberg.
Signed Networks in Social Media.
Proc. 28th ACM SIGCHI Conference on Human Factors in C"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.5158215592972182,"K. Bhawalkar, J. Kleinberg, K. Lewi, T. Roughgarden, A. Sharma. 
Preventing Unraveling in Social Networks: 
The Anchored k-Core Problem,
Proc. 39th International Colloquium on 
Automata, Languages and Programming (ICALP), 2012.

F. Chierichetti, J. Kleinberg, A. Panconesi.

How to schedule a cascade in an arbitrary graph.
Proc. 13th ACM Conference on Electronic Commerce, 2012.


L. Blume, D. Easley, J. Kleinberg, R. Kleinberg, E. Tardos.

Which Networks Are Least Susceptible to Cascading Failure"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.4407957957957958,"J. Kleinberg, J. Ludwig, S. Mullainathan, C. Sunstein.

Algorithms as discrimination detectors.
Proc. National Academy of Sciences, 117(48) 30096-30100, 1 December 2020.


A. Rambachan, J. Kleinberg, J. Ludwig, S. Mullainathan.

An Economic Approach to Regulating Algorithms.
NBER Working Paper Number 27111, May 2020.


J. Kleinberg, J. Ludwig, S. Mullainathan, C. Sunstein.
Discrimination in the Age of Algorithms. Journal of Legal Analysis, 2019.
Also appears as NBER Working Paper Number 25548, F"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,year,0.3025,"R. Kleinberg, J. Kleinberg,

Isomorphism and Embedding Problems for Infinite Limits of Scale-Free Graphs.
Proc. 16th ACM-SIAM Symposium on Discrete Algorithms, 2005.


D. Liben-Nowell, J. Kleinberg.

The Link Prediction Problem for Social Networks.
Proc. 12th International Conference on Information 
and Knowledge Management (CIKM), 2003.

 D. Callaway, J. Hopcroft, J. Kleinberg, M. Newman, S. Strogatz.

Are randomly grown graphs really random?
Physical Review E 64, 041902 (2001)."
arxiv.org,https://arxiv.org/abs/2303.00456,div,,title,title,0.535,"[Submitted on 1 Mar 2023 (v1), last revised 10 Oct 2023 (this version, v3)]
Title:N-best T5: Robust ASR Error Correction using Multiple Input Hypotheses and Constrained Decoding Space
Authors:Rao Ma, Mark J. F. Gales, Kate M. Knill, Mengjie Qian View a PDF of the paper titled N-best T5: Robust ASR Error Correction using Multiple Input Hypotheses and Constrained Decoding Space, by Rao Ma and 3 other authors
View PDF

Abstract:Error correction models form an important part of Automatic Speech Reco"
arxiv.org,https://arxiv.org/abs/2303.00456,div,column,journal,other,0.855,"About
Help





contact arXivClick here to contact arXiv
 Contact


subscribe to arXiv mailingsClick here to subscribe
 Subscribe"
arxiv.org,https://arxiv.org/abs/2302.00001,div,header-breadcrumbs-mobile,journal,other,0.8802671402875478,arXiv:2302.00001 (physics)
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.36306877292448336,"J. Kleinberg, S. Oren.

Time-Inconsistent Planning: A Computational Problem in Behavioral Economics.
Proc. 15th ACM Conference on Economics and Computation (EC), 2014.


P. Frazier, D. Kempe, J. Kleinberg, R. Kleinberg.
Incentivizing Exploration.
Proc. 15th ACM Conference on Economics and Computation (EC), 2014.

 
A. Anderson, D. Huttenlocher, J. Kleinberg, J. Leskovec.
Steering User Behavior with Badges.
Proc. 22nd International World Wide Web Conference, 2013.


J. Kleinberg, K. Ligett.
Infor"
arxiv.org,https://arxiv.org/abs/2303.00456,div,,journal,other,0.885,arXiv-issued DOI via DataCite
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.4675,"J. Kleinberg.
Bursty and Hierarchical Structure in Streams.
Proc. 8th ACM SIGKDD Intl. Conf. on Knowledge Discovery and Data Mining, 2002.
See also some sample results
from the burst detection algorithm described in this paper."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.3375,"D. Crandall, L. Backstrom, D. Huttenlocher, J. Kleinberg.
 
Mapping the World's Photos.
Proc. 18th International World Wide Web Conference, 2009.
See also some 
maps of
cities and continents constructed using the methods 
in this paper.
 L. Backstrom, J. Kleinberg, R. Kumar, J. Novak.

Spatial Variation in Search Engine Queries.
Proc. 17th International World Wide Web Conference, 2008."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.533445652173913,"J. Cheng, J. Kleinberg, J. Leskovec, D. Liben-Nowell, B. State,
K. Subbian, L. Adamic.

Do Diffusion Protocols Govern Cascade Growth?
Proc. 12th International AAAI Conference on Weblogs and Social Media (ICWSM), 
2018.


R. Rotabi, C. Danescu-Niculescu-Mizil, J. Kleinberg.

Tracing the Use of Practices through Networks of Collaboration.
Proc. 11th International AAAI Conference on Weblogs and Social Media (ICWSM), 2017.


R. Rotabi, C. Danescu-Niculescu-Mizil, J. Kleinberg.

Competition and Selec"
arxiv.org,https://arxiv.org/abs/2302.00001,div,full-text,title,author,0.415,"Full-text links:
Access Paper:


View a PDF of the paper titled A Living Review of Quantum Computing for Plasma Physics, by \'Oscar Amaro and Diogo CruzView PDFTeX Source
 
view license"
arxiv.org,https://arxiv.org/abs/2302.00001,div,search-block level-right,journal,author,0.6525,"Help | Advanced Search




All fields
Title
Author
Abstract
Comments
Journal reference
ACM classification
MSC classification
Report number
arXiv identifier
DOI
ORCID
arXiv author ID
Help pages
Full text




Search"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.44562477497749775,"J. Kleinberg, S. Oren, M. Raghavan, N. Sklar.
Stochastic Model for Sunk Cost Bias.
Proc. 37th Conference on Uncertainty in Artificial Intelligence (UAI), 2021.

J. Kleinberg, M. Raghavan.

How Do Classifiers Induce Agents To Invest Effort Strategically?
Proc. 20th ACM Conference on Economics and Computation (EC), 2019.


J. Kleinberg, R. Kleinberg.
 
Delegated Search Approximates Efficient Search.
Proc. 19th ACM Conference on Economics and Computation (EC), 2018.


J. Kleinberg, S. Oren, M. Ragh"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,author,title,0.623445652173913,"K. Van Koevering, A. Benson, J. Kleinberg.

Random Graphs with Prescribed k-Core Sequences:
A New Null Model for Network Analysis.
Proc. 30th International World Wide Web Conference, 2021.


C. Comrie, J. Kleinberg.
Hypergraph Ego-networks and Their Temporal Evolution.
IEEE Intl. Conf. on Data Mining (ICDM), 2021.



A. Evtushenko, J. Kleinberg.

The paradox of second-order homophily in networks.
Scientific Reports 11(13360), 2021.


N. Veldt, A. Benson, J. Kleinberg.

The Generalized Mean Dense"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.36277813712807244,"R. Fagin, A. Karlin, J. Kleinberg, P. Raghavan, S. Rajagopalan,
R. Rubinfeld, M. Sudan, A. Tomkins.
Random Walks with `Back Buttons.'
Proc. 32nd ACM Symposium on Theory of Computing, 2000.

 A. Kumar, J. Kleinberg.

Fairness measures for resource allocation.
Proc. 41st IEEE Symposium on Foundations of Computer Science, 2000.

 J. Kleinberg, Y. Rabani, E. Tardos.

Fairness in routing and load balancing.
Proc. 40th IEEE Symposium on Foundations of Computer Science, 1999.

 J. Kleinberg, A. Kumar. "
arxiv.org,https://arxiv.org/abs/2303.00456,li,,journal,other,0.825,arXiv Operational Status
arxiv.org,https://arxiv.org/abs/2302.00123,span,arxivid,journal,other,0.9030112719764672,arXiv:2302.00123v1 [cs.CV]
arxiv.org,https://arxiv.org/abs/2301.00001,li,,journal,other,0.93,"subscribe to arXiv mailingsClick here to subscribe
 Subscribe"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,author,title,0.5206030927835051,"R. McIlroy-Young, S. Sen, J. Kleinberg, A. Anderson.

Aligning Superhuman AI and Human Behavior: Chess as a Model System.
Proc. 26th ACM SIGKDD Intl. Conf. on Knowledge Discovery and Data Mining, 2020.
See also the project page for the Maia Chess Engine, which is based on this work, and a Microsoft Research blog post about the project.


M. Raghu, K. Blumer, R. Sayres, Z. Obermeyer, R. Kleinberg, S. Mullainathan, J. Kleinberg.

Direct Uncertainty Prediction for Medical Second Opinions.
Proc. 36t"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.395,"C. Danescu-Niculescu-Mizil, J. Cheng, J. Kleinberg, L. Lee.

You had me at hello: How phrasing affects memorability.
Proc. 50th Annual Meeting of the Association for Computational Linguistics, 
2012.


C. Danescu-Niculescu-Mizil, L. Lee, B. Pang, J. Kleinberg.

Echoes of power: 
Language effects and power differences in social interaction.
Proc. 21st International World Wide Web Conference, 2012."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,title,0.3887623762376238,"J. Kleinberg, J. Ludwig, S. Mullainathan.
A Guide to Solving Social Problems with Machine Learning.
Harvard Business Review, December 2016.


M. Luca, J. Kleinberg, S. Mullainathan.

Algorithms Need Managers, Too.
Harvard Business Review, 94:1(Jan/Feb 2016).


A. Anderson, J. Kleinberg, S. Mullainathan.

Assessing Human Error Against a Benchmark of Perfection.
Proc. 22nd ACM SIGKDD Intl. Conf. on Knowledge Discovery and Data Mining, 2016.


J. Kleinberg, J. Ludwig, S. Mullainathan, Z. Obermeyer."
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.352875,"D. Crandall, D. Cosley, D. Huttenlocher, J. Kleinberg, S. Suri.
Feedback Effects between Similarity and 
Social Influence in Online Communities.
Proc. 14th ACM SIGKDD Intl. Conf. on Knowledge Discovery and Data Mining,
2008.


J. Kleinberg.
Cascading Behavior in Networks: 
Algorithmic and Economic Issues.
In Algorithmic Game Theory
(N. Nisan, T. Roughgarden, E. Tardos, V. Vazirani, eds.),
Cambridge University Press, 2007.


J. Kleinberg
The Wireless Epidemic.
Nature (News and Views) 449(2007), 2"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.5445457957957958,"K. Donahue, J. Kleinberg.
Fairness in model-sharing games.
Proc. 32nd International World Wide Web Conference, 2023.


B. Laufer, J. Kleinberg, K. Levy, H. Nissenbaum.
Strategic Evaluation: Subjects, Evaluators, and Society.
Proc. 3rd ACM Conference on Equity and Access in Algorithms, Mechanisms, and Optimization (EAAMO), 2023.


B. Laufer, S. Jain, A.F. Cooper, J. Kleinberg, H. Heidari.
Four Years of FAccT: A Reflexive, Mixed-Methods Analysis of Research Contributions, Shortcomings, and Future "
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,other,0.3325,"I. V. Yap, D. Schneider, J. Kleinberg, D. Matthews, S. Cartinhour, 
S. R. McCouch.

A Graph-Theoretic Approach to Comparing and Integrating Genetic, 
Physical and Sequence-Based Maps.
Genetics, Vol. 165(2003).

 D. Goldberg, S. McCouch, J. Kleinberg.
Constructing comparative maps with unresolved marker 
order.
Proc. Pacific Symposium on Biocomputing, 2002.

 D. Goldberg, S. McCouch, J. Kleinberg.
Algorithms for Constructing Comparative Maps.
Conference on Gene Order Dynamics, Comparative Maps, a"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,journal,title,0.5484456521739131,"R. Rotabi, K. Kamath, J. Kleinberg, A. Sharma.

Cascades: A view from Audience.
Proc. 26th International World Wide Web Conference, 2017.


D. Romero, B. Uzzi, J. Kleinberg.

Social Networks Under Stress.
Proc. 25th International World Wide Web Conference, 2016.


J. Cheng, L. Adamic, J. Kleinberg, J. Leskovec.

Do Cascades Recur?.
Proc. 25th International World Wide Web Conference, 2016.

 
R. Rotabi, J. Kleinberg.

The Status Gradient of Trends in Social Media.
Proc. 10th International AAAI Co"
arxiv.org,https://arxiv.org/abs/2301.00002,div,browse,year,other,0.4375,"Current browse context: cs.HC


< prev

  |   
next >


new
 | 
recent
 | 2023-01

    Change to browse by:
    
cs
cs.GR
quant-ph"
cs.cornell.edu,http://www.cs.cornell.edu/home/kleinber/,li,,year,other,0.3925,"J. Kleinberg, E. Tardos.  Approximations
for the disjoint paths problem in high-diameter planar networks.
Proc. 27th ACM Symposium on Theory of Computing, 1995.

 J. Kleinberg.  Approximation Algorithms
for Disjoint Paths Problems.
Ph.D Thesis, Dept. of EECS, MIT, 1996."
